Time,Position_x,Position_y,Position_z,Target_x,Target_y,Target_z
[9.15],0.28870120246447223,0.05890616729271879,0.0,0.11341613332724342,0.5891831469934429,0.0
[9.152],0.28870120246447223,0.05890616729271879,0.0,0.11242878875157095,0.5893723504371873,0.0
[9.154],0.28870120246447223,0.05890616729271879,0.0,0.11144112854854617,0.5895598993044102,0.0
[9.156],0.28870120246447223,0.05890616729271879,0.0,0.11045315549088142,0.589745793068596,0.0
[9.158],0.2873972366977628,0.06376280327408454,0.0,0.10946487235216525,0.5899300312078748,0.0
[9.16],0.2873972366977628,0.06376280327408454,0.0,0.10847628190685883,0.5901126132050252,0.0
[9.162],0.2873972366977628,0.06376280327408454,0.0,0.10748738693028398,0.590293538547475,0.0
[9.164],0.2873972366977628,0.06376280327408454,0.0,0.10649819019861943,0.5904728067273028,0.0
[9.166],0.2873972366977628,0.06376280327408454,0.0,0.10550869448888908,0.5906504172412395,0.0
[9.168],0.2873972366977628,0.06376280327408454,0.0,0.1045189025789582,0.5908263695906694,0.0
[9.17],0.2873972366977628,0.06376280327408454,0.0,0.1035288172475215,0.5910006632816323,0.0
[9.172],0.2873972366977628,0.06376280327408454,0.0,0.10253844127409899,0.5911732978248241,0.0
[9.174],0.2873972366977628,0.06376280327408454,0.0,0.10154777743902665,0.5913442727355984,0.0
[9.176],0.2873972366977628,0.06376280327408454,0.0,0.10055682852344702,0.5915135875339687,0.0
[9.178],0.2860968118053897,0.06861348580048356,0.0,0.099565597309305,0.591681241744608,0.0
[9.18],0.2860968118053897,0.06861348580048356,0.0,0.09857408657933597,0.591847234896852,0.0
[9.182],0.2860968118053897,0.06861348580048356,0.0,0.0975822991170621,0.5920115665246991,0.0
[9.184],0.2860968118053897,0.06861348580048356,0.0,0.09659023770678025,0.5921742361668124,0.0
[9.186],0.2860968118053897,0.06861348580048356,0.0,0.09559790513355863,0.5923352433665205,0.0
[9.188],0.2860968118053897,0.06861348580048356,0.0,0.09460530418322442,0.5924945876718196,0.0
[9.19],0.2860968118053897,0.06861348580048356,0.0,0.09361243764236045,0.5926522686353737,0.0
[9.192],0.2860968118053897,0.06861348580048356,0.0,0.09261930829829297,0.5928082858145167,0.0
[9.194],0.2860968118053897,0.06861348580048356,0.0,0.09162591893908768,0.5929626387712532,0.0
[9.196],0.2860968118053897,0.06861348580048356,0.0,0.09063227235354016,0.5931153270722598,0.0
[9.198],0.28501385757754455,0.07355040941979255,0.0,0.08963837133116653,0.5932663502888866,0.0
[9.2],0.28501385757754455,0.07355040941979255,0.0,0.0886442186621994,0.5934157079971579,0.0
[9.202],0.28501385757754455,0.07355040941979255,0.0,0.08764981713757564,0.593563399777774,0.0
[9.204],0.28501385757754455,0.07355040941979255,0.0,0.08665516954893289,0.5937094252161117,0.0
[9.206],0.28501385757754455,0.07355040941979255,0.0,0.08566027868859748,0.5938537839022261,0.0
[9.208],0.28501385757754455,0.07355040941979255,0.0,0.08466514734958076,0.5939964754308512,0.0
[9.21],0.28501385757754455,0.07355040941979255,0.0,0.08366977832556717,0.5941374994014016,0.0
[9.212],0.28501385757754455,0.07355040941979255,0.0,0.08267417441091039,0.5942768554179729,0.0
[9.214],0.28501385757754455,0.07355040941979255,0.0,0.08167833840062153,0.5944145430893439,0.0
[9.216],0.28501385757754455,0.07355040941979255,0.0,0.08068227309036477,0.5945505620289765,0.0
[9.218],0.28345498862569624,0.07829099201091362,0.0,0.07968598127644812,0.5946849118550172,0.0
[9.22],0.28345498862569624,0.07829099201091362,0.0,0.07868946575581375,0.5948175921902988,0.0
[9.222],0.28345498862569624,0.07829099201091362,0.0,0.07769272932603406,0.5949486026623405,0.0
[9.224],0.28345498862569624,0.07829099201091362,0.0,0.07669577478529951,0.5950779429033499,0.0
[9.226],0.28345498862569624,0.07829099201091362,0.0,0.07569860493241494,0.595205612550223,0.0
[9.228],0.28345498862569624,0.07829099201091362,0.0,0.07470122256678753,0.595331611244546,0.0
[9.23],0.28345498862569624,0.07829099201091362,0.0,0.07370363048842322,0.595455938632596,0.0
[9.232],0.28345498862569624,0.07829099201091362,0.0,0.07270583149791457,0.5955785943653422,0.0
[9.234],0.28345498862569624,0.07829099201091362,0.0,0.07170782839643706,0.5956995780984464,0.0
[9.236],0.28345498862569624,0.07829099201091362,0.0,0.07070962398573717,0.5958188894922648,0.0
[9.238],0.28184969623755846,0.08301607004766216,0.0,0.06971122106812802,0.5959365282118478,0.0
[9.24],0.28184969623755846,0.08301607004766216,0.0,0.06871262244648005,0.5960524939269422,0.0
