Time,Velocity_x,Velocity_y,Velocity_z
[0.],0.0,0.0,0.0
[0.002],0.3,0.0,0.0
[0.004],0.2999995788969774,0.0005026545893860494,0.0
[0.006],0.2999983155890918,0.0010053077676429858,0.0
[0.008],0.2999962100798897,0.0015079581236456586,0.0
[0.01],0.2999932623752821,0.0020106042462768392,0.0
[0.012],0.2999894724835442,0.0025132447244311834,0.0
[0.014],0.29998484041531553,0.0030158781470191955,0.0
[0.016],0.2999793661836,0.003518503102971184,0.0
[0.018],0.07303947740431647,0.18652073536095667,0.0
[0.02],0.07286240788039289,0.18699116941293004,0.0
[0.022],0.07268455038556693,0.18746130612186995,0.0
[0.024],0.07250590541914748,0.18793114416793646,0.0
[0.026],0.07232647348265406,0.18840068223212814,0.0
[0.028],0.07214625507981552,0.18886991899628558,0.0
[0.03],0.07196525071656867,0.18933885314309531,0.0
[0.032],0.0717834609010567,0.18980748335609354,0.0
[0.034],0.07160088614362795,0.1902758083196695,0.0
[0.036],0.07141752695683423,0.19074382671906956,0.0
[0.038],0.07123338385542963,0.19121153724040052,0.0
[0.04],0.07104845735636892,0.19167893857063373,0.0
[0.042],0.07086274797880611,0.19214602939760836,0.0
[0.044],0.0706762562440931,0.19261280841003536,0.0
[0.046],0.07048898267577816,0.19307927429750116,0.0
[0.048],0.07030092779960434,0.19354542575047096,0.0
[0.05],0.07011209214350814,0.1940112614602929,0.0
[0.052],0.06992247623761806,0.19447678011920155,0.0
[0.054],0.0697320806142529,0.1949419804203214,0.0
[0.056],0.0695409058079205,0.1954068610576708,0.0
[0.058],0.06934895235531616,0.1958714207261655,0.0
[0.06],0.069156220795321,0.1963356581216222,0.0
[0.062],0.0689627116690007,0.19679957194076256,0.0
[0.064],0.06876842551960377,0.1972631608812164,0.0
[0.066],0.06857336289256011,0.19772642364152576,0.0
[0.068],0.06837752433547939,0.19818935892114822,0.0
[0.07],0.06818091039814977,0.19865196542046096,0.0
[0.072],0.067983521632536,0.19911424184076387,0.0
[0.074],0.0677853585927782,0.19957618688428372,0.0
[0.076],0.06758642183518998,0.20003779925417745,0.0
[0.078],0.06738671191825721,0.20049907765453598,0.0
[0.08],0.06718622940263619,0.20096002079038777,0.0
[0.082],0.06698497485115221,0.20142062736770253,0.0
[0.084],0.0667829488287979,0.20188089609339466,0.0
[0.086],0.06658015190273177,0.20234082567532735,0.0
[0.088],0.06637658464227644,0.20280041482231553,0.0
[0.09],0.06617224761891718,0.20325966224413006,0.0
[0.092],0.06596714140630028,0.20371856665150107,0.0
[0.094],0.06576126658023135,0.2041771267561217,0.0
[0.096],0.06555462371867381,0.2046353412706517,0.0
[0.098],0.06534721340174718,0.20509320890872082,0.0
[0.1],0.0651390362117256,0.20555072838493288,0.0
[0.102],0.06493009273303596,0.20600789841486886,0.0
[0.104],0.0647203835522565,0.206464717715091,0.0
[0.106],0.06450990925811503,0.20692118500314596,0.0
[0.108],0.06429867044148732,0.2073772989975688,0.0
[0.11],0.06408666769539531,0.20783305841788619,0.0
[0.112],0.06387390161500567,0.2082884619846204,0.0
[0.114],0.06366037279762805,0.20874350841929268,0.0
[0.116],0.06344608184271333,0.20919819644442678,0.0
[0.118],0.06323102935185189,0.20965252478355267,0.0
[0.12],0.06301521592877216,0.21010649216121016,0.0
[0.122],0.06279864217933864,0.21056009730295233,0.0
[0.124],0.06258130871155049,0.2110133389353492,0.0
[0.126],0.06236321613553946,0.21146621578599126,0.0
[0.128],0.06214436506356861,0.21191872658349317,0.0
[0.13],0.06192475611003018,0.21237087005749714,0.0
[0.132],0.06170438989144419,0.2128226449386766,0.0
[0.134],0.06148326702645648,0.2132740499587398,0.0
[0.136],0.06126138813583712,0.21372508385043326,0.0
[0.138],0.06103875384247855,0.21417574534754535,0.0
[0.14],0.060815364771393945,0.21462603318491008,0.0
[0.142],0.06059122154971545,0.21507594609841021,0.0
[0.144],0.060366324806692205,0.21552548282498118,0.0
[0.146],0.060140675173688936,0.21597464210261452,0.0
[0.148],0.059914273284183944,0.21642342267036138,0.0
[0.15],0.0596871197737673,0.21687182326833604,0.0
[0.152],0.059459215280139234,0.21731984263771947,0.0
[0.154],0.059230560443108274,0.21776747952076306,0.0
[0.156],0.059001155904589306,0.21821473266079172,0.0
[0.158],0.05877100230860194,0.21866160080220784,0.0
[0.16],0.05854010030126877,0.21910808269049462,0.0
[0.162],0.05830845053081321,0.21955417707221953,0.0
[0.164],0.05807605364755826,0.21999988269503795,0.0
[0.166],0.05784291030392388,0.22044519830769668,0.0
[0.168],0.05760902115442604,0.22089012266003735,0.0
[0.17],0.0573743868556741,0.22133465450300008,0.0
[0.172],0.05713900806636964,0.22177879258862676,0.0
[0.174],0.05690288544730396,0.2222225356700649,0.0
[0.176],0.056666019661356815,0.2226658825015707,0.0
[0.178],0.05642841137349423,0.22310883183851302,0.0
[0.18],0.056190061250766574,0.22355138243737638,0.0
[0.182],0.05595096996230693,0.22399353305576486,0.0
[0.184],0.05571113817932907,0.2244352824524054,0.0
[0.186],0.05547056657512554,0.22487662938715125,0.0
[0.188],0.05522925582506595,0.2253175726209856,0.0
[0.19],0.05498720660659477,0.22575811091602488,0.0
[0.192],0.05474441959922978,0.2261982430355224,0.0
[0.194],0.05450089548456,0.2266379677438717,0.0
[0.196],0.054256634946243595,0.22707728380661013,0.0
[0.198],0.05401163867000627,0.2275161899904222,0.0
[0.2],0.05376590734363919,0.22795468506314306,0.0
[0.202],0.053519441656996986,0.22839276779376205,0.0
[0.204],0.053272242301996064,0.22883043695242616,0.0
[0.206],0.053024309972612274,0.22926769131044325,0.0
[0.208],0.05277564536487943,0.22970452964028587,0.0
[0.21],0.05252624917688692,0.23014095071559437,0.0
[0.212],0.05227612210877798,0.23057695331118053,0.0
[0.214],0.05202526486274778,0.23101253620303092,0.0
[0.216],0.05177367814304126,0.2314476981683104,0.0
[0.218],0.05152136265595121,0.23188243798536554,0.0
[0.22],0.051268319109816426,0.23231675443372796,0.0
[0.222],0.05101454821501962,0.2327506462941179,0.0
[0.224],0.050760050683985355,0.23318411234844752,0.0
[0.226],0.050504827231178245,0.2336171513798244,0.0
[0.228],0.050248878573100605,0.23404976217255485,0.0
[0.23],0.04999220542829087,0.2344819435121475,0.0
[0.232],0.04973480851732133,0.23491369418531657,0.0
[0.234],0.04947668856279598,0.23534501297998528,0.0
[0.236],0.04921784628934889,0.23577589868528928,0.0
[0.238],0.04895828242364178,0.23620635009158014,0.0
[0.24],0.04869799769436216,0.23663636599042862,0.0
[0.242],0.04843699283222126,0.23706594517462806,0.0
[0.244],0.04817526856995205,0.23749508643819778,0.0
[0.246],0.04791282564230695,0.23792378857638663,0.0
[0.248],0.0476496647860561,0.23835205038567614,0.0
[0.25],0.04738578673998503,0.23877987066378403,0.0
[0.252],0.04712119224489272,0.2392072482096676,0.0
[0.254],0.046855882043589384,0.23963418182352697,0.0
[0.256],0.04658985688089459,0.24006067030680855,0.0
[0.258],0.04632311750363499,0.2404867124622084,0.0
[0.26],0.04605566466064229,0.24091230709367567,0.0
[0.262],0.04578749910275119,0.2413374530064157,0.0
[0.264],0.04551862158279718,0.2417621490068937,0.0
[0.266],0.04524903285561453,0.24218639390283783,0.0
[0.268],0.044978733678034066,0.24261018650324273,0.0
[0.27],0.04470772480888112,0.24303352561837274,0.0
[0.272],0.04443600700897339,0.24345641005976532,0.0
[0.274],0.04416358104111881,0.2438788386402344,0.0
[0.276],0.04389044767011337,0.24430081017387356,0.0
[0.278],0.043616607662738976,0.2447223234760596,0.0
[0.28],0.043342061787761274,0.24514337736345573,0.0
[0.282],0.04306681081592771,0.24556397065401475,0.0
[0.284],0.04279085551996495,0.2459841021669827,0.0
[0.286],0.042514196674577065,0.24640377072290182,0.0
[0.288],0.04223683505644328,0.24682297514361423,0.0
[0.29],0.0419587714442157,0.24724171425226493,0.0
[0.292],0.04168000661851713,0.24765998687330515,0.0
[0.294],0.041400541361938964,0.24807779183249584,0.0
[0.296],0.041120376459039015,0.24849512795691073,0.0
[0.298],0.04083951269633923,0.2489119940749399,0.0
[0.3],0.04055795086232333,0.24932838901629276,0.0
[0.302],0.040275691747435075,0.24974431161200156,0.0
[0.304],0.039992736144075475,0.25015976069442436,0.0
[0.306],0.03970908484660096,0.25057473509724904,0.0
[0.308],0.03942473865132094,0.25098923365549547,0.0
[0.31],0.03913969835649579,0.25140325520551987,0.0
[0.312],0.03885396476233434,0.25181679858501727,0.0
[0.314],0.038567538670991705,0.2522298626330254,0.0
[0.316],0.038280420886567246,0.2526424461899273,0.0
[0.318],0.03799261221510211,0.2530545480974551,0.0
[0.32],0.037704113464576916,0.2534661671986932,0.0
[0.322],0.03741492544490968,0.25387730233808115,0.0
[0.324],0.03712504896795335,0.2542879523614173,0.0
[0.326],0.03683448484749367,0.2546981161158619,0.0
[0.328],0.03654323389924688,0.25510779244994036,0.0
[0.33],0.03625129694085734,0.25551698021354635,0.0
[0.332],0.03595867479189516,0.25592567825794516,0.0
[0.334],0.03566536827385432,0.2563338854357769,0.0
[0.336],0.035371378210149795,0.25674160060105977,0.0
[0.338],0.035076705426115726,0.25714882260919314,0.0
[0.34],0.03478135074900264,0.2575555503169609,0.0
[0.342],0.03448531500797557,0.25796178258253466,0.0
[0.344],0.03418859903411152,0.2583675182654768,0.0
[0.346],0.03389120366039704,0.25877275622674384,0.0
[0.348],0.033593129721726164,0.25917749532868956,0.0
[0.35],0.03329437805489775,0.25958173443506827,0.0
[0.352],0.03299494949861331,0.25998547241103787,0.0
[0.354],0.03269484489347467,0.26038870812316317,0.0
[0.356],0.032394065081981546,0.260791440439419,0.0
[0.358],0.032092610908529204,0.2611936682291933,0.0
[0.36],0.03179048321940596,0.26159539036329066,0.0
[0.362],0.0314876828627912,0.2619966057139349,0.0
[0.364],0.03118421068875249,0.26239731315477277,0.0
[0.366],0.030880067549243398,0.2627975115608768,0.0
[0.368],0.030575254298101387,0.26319719980874856,0.0
[0.37],0.030269771791044953,0.263596376776322,0.0
[0.372],0.02996362088567138,0.26399504134296614,0.0
[0.374],0.029656802441454563,0.26439319238948866,0.0
[0.376],0.029349317319742316,0.26479082879813887,0.0
[0.378],0.029041166383754063,0.2651879494526107,0.0
[0.38],0.028732350498578474,0.2655845532380463,0.0
[0.382],0.028422870531170763,0.26598063904103847,0.0
[0.384],0.028112727350350683,0.2663762057496344,0.0
[0.386],0.027801921826799803,0.26677125225333853,0.0
[0.388],0.027490454833058953,0.2671657774431157,0.0
[0.39],0.027178327243526285,0.2675597802113942,0.0
[0.392],0.02686553993445412,0.26795325945206894,0.0
[0.394],0.02655209378394706,0.26834621406050474,0.0
[0.396],0.026237989671959214,0.268738642933539,0.0
[0.398],0.025923228480291882,0.2691305449694852,0.0
[0.4],0.025607811092591012,0.2695219190681358,0.0
[0.402],0.025291738394344662,0.26991276413076537,0.0
[0.404],0.024975011272880668,0.27030307906013357,0.0
[0.406],0.02465763061736395,0.27069286276048854,0.0
[0.408],0.02433959731879423,0.27108211413756955,0.0
[0.41],0.024020912270003428,0.2714708320986105,0.0
[0.412],0.02370157636565315,0.2718590155523426,0.0
[0.414],0.02338159050223204,0.27224666340899767,0.0
[0.416],0.023060955578053627,0.2726337745803112,0.0
[0.418],0.02273967249325351,0.2730203479795253,0.0
[0.42],0.022417742149786743,0.27340638252139166,0.0
[0.422],0.022095165451425702,0.273791877122175,0.0
[0.424],0.021771943303757202,0.27417683069965565,0.0
[0.426],0.021448076614180023,0.2745612421731329,0.0
[0.428],0.02112356629190243,0.2749451104634278,0.0
[0.43],0.02079841324793967,0.2753284344928864,0.0
[0.432],0.020472618395111247,0.27571121318538255,0.0
[0.434],0.020146182648038483,0.27609344546632136,0.0
[0.436],0.019819106923141858,0.27647513026264153,0.0
[0.438],0.019491260402408686,0.2768569076374619,0.0
[0.44],0.019162907326991233,0.2772374941209614,0.0
[0.442],0.0188339170340001,0.2776175299096395,0.0
[0.444],0.018504290447027255,0.2779970139366014,0.0
[0.446],0.01817402849145107,0.27837594513650143,0.0
[0.448],0.017843132094433653,0.27875432244554554,0.0
[0.45],0.017511602184918054,0.279132144801495,0.0
[0.452],0.01717943969362598,0.27950941114366895,0.0
[0.454],0.016846645553054984,0.27988612041294725,0.0
[0.456],0.016513220697475864,0.28026227155177397,0.0
[0.458],0.016100461454276266,0.2790508295458489,0.0
[0.46],0.015765977035840595,0.27942603880397354,0.0
[0.462],0.015430864418061047,0.27980068710166556,0.0
[0.464],0.015095124541717145,0.2801747733871548,0.0
[0.466],0.014758758349349366,0.28054829661024894,0.0
[0.468],0.014421766785256543,0.2809212557223362,0.0
[0.47],0.014084150795493203,0.2812936496763885,0.0
[0.472],0.01374591132786665,0.2816654774269644,0.0
[0.474],0.013407049331934609,0.28203673793021194,0.0
[0.476],0.013067565759002656,0.2824074301438716,0.0
[0.478],0.012764169702857944,0.2810253015676106,0.0
[0.48],0.012423823900810788,0.28139520229562753,0.0
[0.482],0.012082858802170554,0.28176453224982556,0.0
[0.484],0.011741275364146847,0.28213329039336477,0.0
[0.486],0.011399074545685159,0.28250147569101086,0.0
[0.488],0.01105625730746404,0.2828690871091375,0.0
[0.49],0.010712824611892754,0.28323612361572953,0.0
[0.492],0.010368777423108294,0.2836025841803857,0.0
[0.494],0.010024116706972647,0.2839684677743216,0.0
[0.496],0.009678843431070325,0.2843337733703728,0.0
[0.498],0.010468865285656145,0.2814283529078601,0.0
[0.5],0.01012354803244292,0.2817936169331786,0.0
[0.502],0.009777619258481238,0.28215830186144414,0.0
[0.504],0.009431079934915557,0.28252240666885703,0.0
[0.506],0.009083931034604129,0.2828859303332466,0.0
[0.508],0.00873617353211674,0.28324887183407327,0.0
[0.51],0.008387808403731503,0.28361123015243206,0.0
[0.512],0.008038836627432572,0.28397300427105493,0.0
[0.514],0.007689259182907082,0.2843341931743142,0.0
[0.516],0.007339077051542436,0.2846947958482248,0.0
[0.518],0.007828596553286868,0.2827285774955044,0.0
[0.52],0.007478383277194245,0.2830891499220806,0.0
[0.522],0.0071275663480711016,0.28344913505482816,0.0
[0.524],0.006776146750784612,0.2838085318831414,0.0
[0.526],0.0064241254718938046,0.2841673393980664,0.0
[0.528],0.006071503499646719,0.2845255565923036,0.0
[0.53],0.005718281823977947,0.2848831824602109,0.0
[0.532],0.005364461436505638,0.2852402159978058,0.0
[0.534],0.005010043330528652,0.28559665620276903,0.0
[0.536],0.0046550285010238945,0.2859525020744472,0.0
[0.538],0.0053172531528176414,0.28407645828074657,0.0
[0.54],0.004962467073738597,0.2844325322220149,0.0
[0.542],0.00460708488532878,0.2847880112139676,0.0
[0.544],0.004251107585271557,0.28514289425864925,0.0
[0.546],0.0038945361729210426,0.285497180359778,0.0
[0.548],0.0035373716492992507,0.2858508685227473,0.0
[0.55],0.0031796150170931986,0.2862039577546296,0.0
[0.552],0.0028212672806522537,0.2865564470641785,0.0
[0.554],0.00246232944598522,0.286908335461832,0.0
[0.556],0.0021028025207573686,0.2872596219597149,0.0
[0.558],0.0035230958994425937,0.2844576194698551,0.0
[0.56],0.0031648117203820353,0.2848101733814679,0.0
[0.562],0.0028059373347643635,0.285162126487586,0.0
[0.564],0.0024464737500768663,0.28551347780015257,0.0
[0.566],0.00208642197546087,0.28586422633280023,0.0
[0.568],0.0017257830217090736,0.2862143711008539,0.0
[0.57],0.0013645579012623033,0.2865639111213335,0.0
[0.572],0.0010027476282073317,0.28691284541295653,0.0
[0.574],0.0006403532182734234,0.28726117299614123,0.0
[0.576],0.000277375688829809,0.28760889289300884,0.0
[0.578],0.0010545795152498844,0.2856543687494682,0.0
[0.58],0.0006919939821983939,0.28600249738198846,0.0
[0.582],0.00032882566325039,0.2863500180082411,0.0
[0.584],-3.492442205235702e-05,0.2866969296526131,0.0
[0.586],-0.0003992552525347859,0.2870432313412008,0.0
[0.588],-0.0007641658053913897,0.2873889221018127,0.0
[0.59],-0.0011296550561893381,0.28773400096397295,0.0
[0.592],-0.0014957219788710174,0.28807846695892303,0.0
[0.594],-0.0018623655457572497,0.2884223191196252,0.0
[0.596],-0.0022295847275499853,0.28876555648076485,0.0
[0.598],-0.0020572757417458842,0.286907570583653,0.0
[0.6],-0.0024244185429497245,0.28725088964383294,0.0
[0.602],-0.002792136065141143,0.287593593068724,0.0
[0.604],-0.0031604272760070162,0.2879356798962365,0.0
[0.606],-0.0035292911416238554,0.28827714916601166,0.0
[0.608],-0.0038987266264604026,0.28861799991942466,0.0
[0.61],-0.004268732693380517,0.28895823119958697,0.0
[0.612],-0.004639308303646519,0.2892978420513491,0.0
[0.614],-0.005010452416921662,0.2896368315213033,0.0
[0.616],-0.005382163991273156,0.28997519865778637,0.0
[0.618],-0.004999557368297075,0.2881274409892125,0.0
[0.62],-0.005371418628479077,0.2884656436159535,0.0
[0.622],-0.005743846030362987,0.28880322270873715,0.0
[0.624],-0.00611683852841341,0.2891401773198596,0.0
[0.626],-0.006490395075508665,0.28947650650337026,0.0
[0.628],-0.00686451462294331,0.28981220931507407,0.0
[0.63],-0.007239196120431668,0.29014728481253477,0.0
[0.632],-0.007614438516110308,0.29048173205507677,0.0
[0.634],-0.007990240756541117,0.2908155501037887,0.0
[0.636],-0.008366601786714473,0.291148738021525,0.0
[0.638],-0.008167504058326253,0.2892792299665435,0.0
[0.64],-0.00854426635223235,0.2896119640757796,0.0
[0.642],-0.008921585618376221,0.2899440664469776,0.0
[0.644],-0.009299460797489181,0.2902755361478085,0.0
[0.646],-0.009677890828742111,0.29060637224771985,0.0
[0.648],-0.01005687464974811,0.2909365738179376,0.0
[0.65],-0.010436411196565687,0.2912661399314694,0.0
[0.652],-0.01081649940370151,0.2915950696631065,0.0
[0.654],-0.011197138204113652,0.291923362089427,0.0
[0.656],-0.011578326529214492,0.29225101628879796,0.0
[0.658],-0.011593785662969106,0.29037912275698846,0.0
[0.66],-0.011975610105759218,0.29070603544937995,0.0
[0.662],-0.012357981759808415,0.2910323079301967,0.0
[0.664],-0.012740899551664311,0.29135793928347636,0.0
[0.666],-0.01312436240634135,0.29168292859505685,0.0
[0.668],-0.01350836924732371,0.29200727495257817,0.0
[0.67],-0.01389291899656847,0.2923309774454855,0.0
[0.672],-0.01427801057450856,0.29265403516503147,0.0
[0.674],-0.014663642900055729,0.2929764472042789,0.0
[0.676],-0.015049814890603863,0.29329821265810313,0.0
[0.678],-0.01529409154178464,0.29141236349895966,0.0
[0.68],-0.01568113569659807,0.29173307931675374,0.0
[0.682],-0.01606871667238567,0.29205314618596423,0.0
[0.684],-0.016456833381070513,0.29237256320805005,0.0
[0.686],-0.016845484733071958,0.29269132948629495,0.0
[0.688],-0.017234669637308214,0.2930094441258091,0.0
[0.69],-0.017624387001199684,0.29332690623353236,0.0
[0.692],-0.01801463573067197,0.29364371491823643,0.0
[0.694],-0.0184054147301589,0.2939598692905272,0.0
[0.696],-0.01879672290260577,0.29427536846284774,0.0
[0.698],-0.0191155867710735,0.29236594158734086,0.0
[0.7],-0.019507998827727746,0.29268006670787566,0.0
[0.702],-0.01990093665500721,0.2929935338950763,0.0
[0.704],-0.020294399149796555,0.29330634226892965,0.0
[0.706],-0.020688385207507445,0.29361849095127196,0.0
[0.708],-0.021082893722081816,0.2939299790657915,0.0
[0.71],-0.021477923585994735,0.29424080573803113,0.0
[0.712],-0.021873473690257772,0.2945509700953904,0.0
[0.714],-0.022269542924421945,0.2948604712671284,0.0
[0.716],-0.02266613017658102,0.295169308384366,0.0
[0.718],-0.02323967153404899,0.29323578736444333,0.0
[0.72],-0.023637583699417014,0.29354291554975154,0.0
[0.722],-0.02403600990421792,0.2938493765960308,0.0
[0.724],-0.024434949029928488,0.29415516964293653,0.0
[0.726],-0.024834399956585596,0.29446029383199973,0.0
[0.728],-0.025234361562789243,0.29476474830662863,0.0
[0.73],-0.02563483272570588,0.2950685322121121,0.0
[0.732],-0.02603581232107134,0.2953716446956214,0.0
[0.734],-0.026437299223194224,0.29567408490621244,0.0
[0.736],-0.02683929230495881,0.2959758519948289,0.0
[0.738],-0.027659156702135576,0.29400447952744957,0.0
[0.74],-0.028062688401734343,0.29430418601883335,0.0
[0.742],-0.02846672169771624,0.2946032159659902,0.0
[0.744],-0.02887125545581698,0.2949015685294374,0.0
[0.746],-0.02927628854036736,0.29519924287159377,0.0
[0.748],-0.02968181981429628,0.29549623815678216,0.0
[0.75],-0.030087848139134177,0.2957925535512321,0.0
[0.752],-0.030494372375015934,0.29608818822308114,0.0
[0.754],-0.030901391380684373,0.29638314134237864,0.0
[0.756],-0.0313089040134933,0.29667741208108667,0.0
[0.758],-0.03237523360459911,0.2946659202490146,0.0
[0.76],-0.032784484661174944,0.2949577684736968,0.0
[0.762],-0.033194224139459716,0.29524893058231255,0.0
[0.764],-0.03360445088916988,0.29553940575746673,0.0
[0.766],-0.03401516375865392,0.2958291931836929,0.0
[0.768],-0.034426361594895705,0.29611829204745527,0.0
[0.77],-0.034838043243517476,0.2964067015371512,0.0
[0.772],-0.03525020754878333,0.29669442084311337,0.0
[0.774],-0.03566285335360243,0.2969814491576118,0.0
[0.776],-0.03607597949953207,0.2972677856748566,0.0
[0.778],-0.03739270495122211,0.2952036405536482,0.0
[0.78],-0.03780775727686795,0.29548717781845585,0.0
[0.782],-0.03822328409093923,0.29577001925874774,0.0
[0.784],-0.0386392842269053,0.296052164080488,0.0
[0.786],-0.03905575651690668,0.29633361149159637,0.0
[0.788],-0.0394726997917585,0.2966143607019504,0.0
